price,Sales,Discount,Profit
4.48,235.09,0.08,-1987.49
17.67,187.46,0,49.85
99.99,4598.73,0.04,1049.45
55.5,2673.08,0.01,-1363.12
33.29,396.69,0.09,-18.45
20.98,610.65,0.09,60.27
73.98,158.04,0.03,-263.09
25.98,1298.81,0.04,-250.55
15.31,442.57,0.01,-60.73
7.99,53.737,0.05,-28.44
95.98,1207.08,0.05,-351.3
286.85,2618.112,0.04,-139.27
55.99,52.0965,0,-232.8
128.24,3945.95,0.03,1031.32
160.98,5394.4,0.01,788.79
8.75,233.92,0.1,-80.75
55.98,1642.05,0.03,829.73
20.99,279.327,0.05,75.21
125.99,539.206,0.05,-452.39
3.58,125.46,0.07,-129.63
1.48,47.99,0.06,3.86
45.99,829.617,0.1,25.53
140.99,616.1055,0.03,-458.74
1.81,33.21,0.06,-0.85
20.97,583.56,0.02,-94.59
6.48,281.47,0.1,-190.57
12.88,539.06,0.05,-123.07
31.74,751.52,0.09,67.11
6.35,220.48,0.04,81.91
65.99,1259.4535,0.02,168.24
19.23,450.39,0.07,152.79
85.99,1193.1195,0.08,137.59
73.98,3596.36,0,326.25
4.13,16.6,0.1,-2.06
4.98,25.1,0.04,2.98
15.98,553.02,0.1,-49.38
11.58,437.86,0.04,-4.17
9.27,155.17,0.08,2.12
4.98,145.93,0,-113.32
387.99,2478.88,0.02,593.59
90.98,3351.55,0.04,-1036.92
17.07,532.11,0.01,59.47
6.98,216.79,0.07,57.55
6.08,258.13,0.03,84.1
152.48,5382.24,0.1,14.85
35.41,1035.95,0.08,342.41
8.74,233.03,0.05,-86.34
4.54,18.7,0.1,-14.69
3.28,140.74,0.01,-92.29
11.7,304.98,0.08,2.73
2.78,104.24,0,10.59
6.98,198.13,0.01,-219.92
205.99,4366.348,0.05,940.57
14.03,476.06,0.04,-120.48
64.65,1756.11,0.1,-888.07
120.98,1136.47,0.1,323.32
152.48,325.81,0.02,-522.78
8.17,307.42,0.05,104.09
11.97,608.29,0.02,-39.27
22.98,1009.8,0.07,352.64
2.52,29.71,0.09,-23.17
195.99,4587.926,0.1,687.41
125.99,4541.924,0.01,1222.14
225.02,6163.52,0.02,755.95
200.99,1278.6465,0.01,-396.17
11.97,66.63,0,-16.92
30.44,345.19,0.1,111.59
4.28,13.44,0.08,-8.88
43.57,1049.49,0.05,-5.41
55.94,2354.4,0,246.54
20.99,35.6405,0.05,-110.4
5.34,127.56,0.03,-60.72
10.98,81.58,0.04,-7.78
300.65,13921.6,0.02,5183.04
11.97,467.5,0.08,-33.34
4.55,38.56,0.03,4.08
4.98,22.06,0.05,-15.6
34.98,1760.35,0.01,-17.08
37.94,1436.94,0,639.66
6.48,125.8,0.03,-35.98
200.99,5797.68,0.04,1366.57
48.04,941.13,0.1,344.95
39.98,693.06,0.06,148.3
115.99,4475.03,0.08,-167.83
8.85,299.68,0.06,-29.36
7.28,257.46,0.09,-18.66
12.28,311.21,0.09,-14.03
20.99,340.6885,0,-10.85
19.35,709.91,0.09,-93.43
8.74,365.24,0.09,-163.13
4.91,99.36,0,-51.2
9.98,510.15,0.04,-362.11
29.34,735.09,0.1,153.5
35.99,211.7435,0.04,-33.31
4.24,167.46,0.09,-134.3
3.98,141.7,0.02,-103.21
65.99,1772.2245,0.02,390.86
30.93,396.04,0.08,230.02
599.99,14240.76,0.06,3128.69
4.28,167.41,0.05,-161.57
140.99,1612.93,0,321.25
19.98,393.31,0.04,84.3
39.48,845.7,0.02,221.6
17.67,467,0.04,69.97
1.88,64.43,0.07,-18.64
4.98,37.8,0.06,-18.31
6.08,183.28,0.04,33.88
180.98,2826.9,0.07,337.29
216.6,7834.77,0.04,297.79
6.6,127.56,0.01,-57.11
8.67,385.99,0.09,-40.72
3.48,97.93,0.07,-616.81
5.98,25.52,0.07,-1.99
10.23,487.5,0.05,-25.88
4.06,146.15,0.02,-180.26
60.98,877.47,0.07,151.24
10.4,269.57,0,33.47
5.85,98.94,0.1,-12.59
7.08,203.4,0.04,24.59
120.97,4186.53,0.04,1929.58
195.99,6057.27,0,1585.5
2.22,67.87,0.07,-112.54
15.67,542.24,0.02,268.53
400.97,15174.95,0.02,7251.92
23.99,1084.12,0.04,294.43
4.91,235.12,0.09,-29.62
880.98,1814.82,0,-1128.66
10.89,318.56,0.08,-30.97
34.99,1511.7,0.02,221.63
160.98,7286.65,0.03,474.89
1.8,30.38,0.08,-59.18
3.89,121.19,0.09,-152.13
2.21,48.01,0.1,-6.85
110.99,3900.531,0.08,1144.63
6.84,248.42,0.02,-58.81
3.75,109.78,0.06,43.77
8.69,191.43,0.06,39.5
34.76,1234.85,0.03,212.2
6.48,105.85,0.1,-44.86
8.74,179.33,0,-58.76
22.24,378.08,0,70.48
29.89,731.71,0,175.82
8.37,285.06,0.08,-211.54
8.6,311.66,0.04,-63.81
699.99,9862.51,0.07,325.29
3.78,126.62,0.03,44.8
39.98,1575.14,0,160.68
11.99,187.78,0.08,-21.82
11.58,86.29,0.05,-14.03
39.98,1753.75,0.07,215.11
14.28,580.56,0.1,163.63
28.48,1507.16,0.02,724.14
7.84,371.95,0.08,-10.33
4.48,96.07,0.06,-4.36
115.99,3460.5625,0.1,573.06
216.6,7341.96,0,764.95
10.35,269.28,0.08,113.63
142.86,2536.18,0.1,350.62
1.88,38.56,0.07,-10.25
21.38,764.32,0.02,-34.59
9.93,136.49,0.1,36.23
7.37,205.3,0,-89.56
31.78,125.7,0.04,-62.77
81.94,2701.69,0.05,-926.33
5.98,30.47,0.02,-10.7
180.98,2230.97,0.06,273.27
7.28,200.77,0.01,-60.61
4.98,71.57,0.02,-30.69
60.98,2062.75,0.01,559.59
896.99,12805.25,0.01,5065.51
29.89,1435.32,0.02,485.95
130.98,4581.54,0.05,-614.37
243.98,11266.4,0.08,1902.99
4.89,71.61,0.1,-70.31
4.98,10.43,0.07,-4.72
4.28,129.71,0.08,-100.61
3.6,161.67,0.08,-7.71
6.08,36.65,0.03,0.43
22.01,964.09,0.02,105.37
22.38,564.98,0.1,-107.51
6.98,129.48,0.04,46.01
65.99,2380.5695,0.01,740.48
13.79,240.87,0.01,-36.77
33.29,1025.02,0.04,87.03
65.99,1491.8265,0.1,124.83
5.68,141.4,0.08,34.48
55.99,303.909,0.01,-254.36
210.55,6245.76,0.1,1462.42
80.98,3638.27,0.04,1123.79
33.29,1326.69,0,185.37
549.99,14475.74,0.06,4963.89
115.99,306.6205,0.08,-479.08
20.98,527.25,0.01,74.01
9.77,210.86,0.04,5.5
78.69,631.73,0.03,122.43
20.97,490.17,0.04,-57.09
4.91,206.2,0.01,101.14
8.46,414.42,0.04,-380.2
40.98,542.6,0.03,118.4
4.98,125.01,0.08,-56.35
1.88,60.92,0.07,-17.2
45.98,387.17,0.01,190.6
212.6,4201.47,0.04,199.25
3.28,55.66,0.08,-21.4
120.98,5567.79,0.04,1726.66
55.99,503.2935,0.02,-222.82
23.99,796.03,0.05,-133.71
40.98,1980.37,0.03,904.83
49.43,642.66,0.05,-82.35
2.08,92.86,0.04,-11.28
232.58,9013.58,0.04,2574.36
5.98,175.42,0,-93.73
35.99,464.695,0.06,107.51
5.74,184.77,0,-71.96
29.89,931.08,0.1,269.6
30.98,877.97,0.03,-144.2
27.18,1112.54,0.01,352.96
7.96,125.31,0,26.24
264.98,11277.05,0.01,3497.45
2.6,110.64,0.06,-62.6
115.99,4075.376,0.05,841.73
39.48,1736.53,0.1,457.03
98.31,2905.3,0,1704
40.99,1982.16,0.03,267.1
26.64,870.75,0.09,100.5
3.08,43.37,0.02,9.53
1.74,61.22,0.06,-76.88
5.58,52.93,0,5.34
5.78,145.13,0.03,-42.45
80.98,345.57,0.06,-218.77
24.92,916.05,0.08,-21.9
39.48,787.63,0.05,140.22
56.96,1223.11,0,161.72
1.88,66.41,0.04,0.37
6.37,138.24,0.06,-48.22
40.89,846.59,0.08,-1.95
7.3,338.85,0.04,-170.18
3.95,43.25,0.06,-9.68
5.18,188.34,0.04,-110.16
10.94,32.49,0.08,-5.05
65.99,1493.858,0.02,183.24
2.78,50.15,0.09,-2.39
77.51,3060.37,0.07,234.03
4.84,25.31,0.05,-0.5
6.48,102.32,0.08,-32.7
19.98,945.54,0.03,254.58
5.28,141.56,0.1,-2.85
7.64,387.79,0.01,-56.51
48.91,843.15,0,355
165.98,3978.02,0.08,1336.96
6.48,23.38,0.08,-12.19
8.34,139.37,0.04,1.72
64.65,1221.62,0.01,-468.64
1.68,59.66,0.05,-33.34
218.75,377.016,0.1,-201.28
15.04,124.7,0,31.94
14.42,382.19,0.03,11.39
150.98,2573.92,0.07,117.23
17.98,727.64,0.01,27.64
195.99,2795.004,0.02,311.09
125.99,2564.5775,0.07,331.29
140.98,3970.33,0.02,-229.79
4.84,185.69,0.02,50.16
4.91,129.06,0.1,-75.13
28.48,1236.64,0.01,518.81
99.23,3234.1,0.03,2033.5
85.99,428.723,0.06,-147.72
2.22,55.35,0,-56.63
26.31,700.35,0.06,-123.01
1.88,36.37,0.07,-10.26
7.77,187.55,0.1,-171.41
11.19,47.03,0.08,-12.03
6.48,112.91,0.04,-72.81
8.57,180.92,0.1,-82.54
1.7,31.68,0.04,-23.69
51.98,1673.53,0,524.73
218.75,7110.24,0.06,-536.17
160.98,975.5,0.09,-252.01
175.99,4834.8,0,1193.11
150.98,2084.96,0,135.26
60.98,1002.73,0.08,-563.86
38.06,1704.58,0.02,518.48
140.81,6123.48,0.08,1232.79
100.98,131.27,0.1,-68.16
4.13,196.39,0.07,82.6
19.98,643.53,0.05,175.97
42.76,1217.77,0.01,283.14
24.95,800.39,0.06,270.29
37.93,271.27,0.05,71.31
70.71,2980.15,0.05,-865.98
18.97,476.04,0.01,57.25
95.98,825.96,0.01,-276.95
256.99,5648.69,0.03,1489.8
1.68,53.34,0.04,-4.68
152.48,4483.92,0.07,174.61
4.82,50.42,0.06,7.25
175.99,2980.372,0.02,494.63
4.63,154,0.08,-7.08
70.98,460.71,0.02,-231.95
105.49,2946.05,0.06,-690.21
5.98,183.33,0.05,-106.54
6.48,88.06,0.04,-69.05
115.99,3337.5165,0.07,850.54
35.99,1018.402,0.09,296.87
65.99,2679.1235,0.01,47.28
150.98,2365.43,0.04,619.71
4.13,16.91,0.08,0.21
54.74,464.66,0.04,219.02
8.67,37.73,0.06,-13.72
100.98,519.69,0.02,-122.09
6.98,29.24,0.01,-1.73
27.48,846.85,0.03,-25.98
5.78,177.41,0.05,-116.05
3.28,96.71,0.01,-72.44
26.38,730.51,0.08,217.57
350.98,1039.56,0.06,-394.69
4.24,204.15,0.07,-155.53
2.23,33.11,0.08,-35.96
63.98,2010.89,0.09,564.07
8.67,389.28,0.1,-37.43
100.98,1244.72,0.04,269.94
4.98,137.5,0.07,-64.24
500.98,5744.24,0.09,1118.17
10.98,452.15,0.06,25.79
4,112.05,0.04,26.21
2.88,78.22,0.03,32.5
4.98,51.65,0.1,-32.13
25.98,823.98,0.09,129.81
110.98,1390.17,0.07,-469.84
294.62,11613.13,0.05,2816.21
39.06,812.06,0,220.07
11.97,104.27,0.03,-23.61
99.99,3922.96,0.04,863.57
6.48,261.16,0.07,-220.3
3.29,155.22,0.07,23.34
65.99,1236.954,0.06,119.89
29.14,1072.36,0.04,440.48
20.89,857.84,0.02,-309.43
70.98,742.84,0.01,-320.7
152.48,2070.68,0.03,-281.67
55.98,764.13,0.09,276.98
5.85,64.34,0.09,-8.37
70.97,693.02,0.07,97.36
5.81,201.14,0.08,-51.25
5.18,48.26,0.09,2.76
259.71,1718.43,0,-192.49
7.59,43.61,0.04,22.85
9.11,343.05,0.05,98.86
5.78,44.63,0.1,-21.19
175.99,5442.142,0,1640.3
355.98,14075.99,0.08,1894.14
165.98,1042.96,0.04,163.8
363.25,8413.23,0.05,2464.75
3.34,105.45,0.06,-173.36
39.98,451.09,0.1,61.27
4.84,55.33,0,13.38
82.99,2773.71,0.02,1097.25
11.66,113.89,0.02,-52.25
20.99,83.3,0.09,-114.91
59.98,3005.74,0.02,1053.21
65.99,2209.5155,0.06,458.62
20.98,670.02,0.07,278.58
20.24,523.56,0.01,43.87
2.66,112.63,0.08,-201.6
73.98,3421.88,0,443.52
5.98,197.93,0.06,-57.64
12.44,90.58,0.06,-27.83
65.99,2376.7105,0.01,721.81
29.17,35.14,0.02,-12.75
1637.53,14665.55,0.07,-767.51
145.45,4856.1,0.01,1096.64
7.1,208.83,0,-60.15
4.98,228.3,0.01,-111.72
23.99,514.53,0.04,149.31
55.98,748.84,0.09,286.7
161.55,1497.93,0.05,35.31
290.98,3857.56,0.07,-377.81
6.68,156.66,0.07,-33.15
13.43,479.84,0.02,5.71
65.99,833.9265,0.08,-39.22
30.98,182.64,0.08,-99.24
35.41,736.17,0.01,232.99
110.99,2820.6995,0.03,601.34
1.81,78.08,0.08,1.74
20.98,653.54,0.06,-1358.9
279.48,12635.75,0.07,-335.24
4.91,240.3,0.08,-139.16
125.99,2750.107,0.04,667.45
4.55,106.04,0.09,16.9
9.78,452.93,0.07,20.14
15.42,101.52,0.02,-16.37
8.46,294.48,0.08,-64.24
4.98,88.84,0.02,-46.92
2.08,61.4,0.04,-92.11
7.68,362.71,0.07,-88.95
200.99,2077.1875,0.05,-38.07
46.89,700.95,0,233.8
3.69,159.74,0.08,-9.14
300.98,13608.83,0.1,1342.93
3.41,89.32,0.01,33.46
8.34,23.93,0.1,-6.39
140.99,2027.55,0.04,537.4
200.98,5307.5,0.09,1116.67
8.5,254.46,0.09,23.5
8.34,278.19,0.02,149.39
48.91,1662.33,0.02,783.84
11.19,425.91,0.02,55.06
3.28,68.53,0.09,-59.97
125.99,4215.83,0.02,972.19
64.98,1610.26,0.06,122.42
40.98,505.2,0.05,78.98
12.99,562.91,0.1,-560.29
4.71,200.1,0.04,3.02
4.2,120.54,0.06,6.52
95.99,1132.6,0.01,-310.21
4.98,28.01,0.09,3.46
12.53,19.32,0.03,-20.32
60.89,759.94,0.09,-226.45
6.78,163.14,0.09,-62.2
500.98,19342.84,0.01,5603.95
140.99,771.783,0.08,-449.53
175.99,6111.1685,0.06,1663.08
2.61,113.71,0.07,41.7
22.98,695.47,0.03,226.73
3.78,152.59,0.02,55.48
34.76,365.62,0.03,15.77
65.99,575.569,0.04,-86.52
3.69,29.42,0.06,14.43
4.63,46.48,0.01,-1.82
4.13,9.25,0.01,-4.21
14.98,573.89,0.09,-121.44
24.95,1262.72,0.01,490.28
15.98,524.19,0,-135.46
73.98,1143.88,0.04,-88.7
22.01,72.63,0.07,-26.94
4.91,118.56,0.06,-63.38
48.94,2145.05,0.07,1012.67
4.06,118.18,0.06,-133.62
7.59,290.3,0.07,25.16
11.7,434.11,0.02,24.85
6.98,288.9,0.02,96.34
90.97,202.64,0.04,-221.62
5.98,133.69,0.08,-92.23
1.76,33.96,0,0.1
114.98,5181.08,0.01,-1623.6
299.99,10567.45,0.1,2925.37
40.97,1679.04,0.01,324.47
999.99,2055.97,0.05,-2342.01
180.98,383.45,0.06,-244.47
23.99,1102.28,0.03,389.61
90.97,866.66,0.09,35.29
5.98,109.7,0.03,-106.77
2.94,80.89,0.03,23.37
35.99,1497.3175,0.01,836.51
32.98,1154.14,0.07,-36
5.98,223.82,0.09,-249.11
65.99,61.4635,0.05,-261.35
5.18,122.09,0.1,14.11
205.99,6121.1985,0.08,1312.34
14.03,614.34,0.02,-171.7
7.99,278.902,0.04,-104.47
20.99,356.4645,0.01,-9.11
3.78,71.77,0.03,22.71
14.98,480.43,0.06,50.59
6.48,217.14,0,-62.97
35.94,659.13,0.09,187.57
22.38,222.2,0.03,-40.25
5.94,39.9,0.02,-37.8
4.13,16.82,0.08,-5.54
2550.14,14535.8,0.05,-3971.06
22.72,652.24,0.02,185.04
284.98,361.94,0.05,-163.58
40.99,1276.04,0.02,554.95
71.37,2894.68,0.02,-1754.39
39.06,611.68,0.05,134.75
442.14,4393.75,0.08,215.31
3.38,117.91,0.05,29.27
80.98,3644.6,0.05,-1144.67
125.99,3491.613,0.05,717.7
10.98,176.24,0.02,9.85
6.48,291.16,0.01,-89.47
30.97,1138.43,0.01,18.59
125.99,5271.0455,0.08,1379.76
54.96,2463.6,0.03,1040.65
216.6,3549.9,0.06,44.8
16.74,138.24,0.03,-60.04
14.42,634.12,0.04,-21.65
5.98,196.84,0.04,-69.29
65.99,886.89,0.03,-23.83
113.98,1379.98,0.06,-151.73
6.48,295.12,0,-151.93
8.46,131.72,0.09,-42.61
500.98,5056.89,0.02,789.05
70.89,3500.1,0.01,-2661.32
20.89,196.12,0.01,4.41
18.97,792.21,0.05,42.24
6.48,214.64,0.08,-76.88
13.9,253.38,0,-35.78
15.22,431.37,0.03,-28.67
11.09,262.31,0.04,27.55
11.34,514.03,0.05,82.19
180.98,1696.7,0.04,-82.81
5.08,93.02,0.07,20.01
15.14,639.84,0.03,-95.76
279.81,7837.44,0.1,1817.76
180.98,3653.22,0.09,-116.02
14.27,413.12,0.1,-10.22
70.97,141.59,0.05,-91.09
205.99,2465.5015,0.06,13.01
205.99,8558.4715,0.06,2539.46
5.28,236.89,0,-125.29
3.29,162.16,0.05,24.95
550.98,15168.82,0.02,-1096.78
28.53,367.11,0.09,116.8
11.97,126.79,0.04,-16.38
195.99,1770.2015,0.08,-165.95
50.98,1196.86,0.06,-12.51
28.53,1355.47,0.04,590.04
120.97,1465.29,0.02,373.5
146.34,3590.33,0.01,-31.73
3.69,115.81,0.07,47.56
113.98,4647.69,0.02,182.53
65.99,2503.3265,0.04,447.12
155.99,2731.73,0.07,310.59
17.7,679.52,0.09,-152.4
135.31,5176.27,0.01,-743.45
26.17,739.94,0.01,370.23
300.98,14740.51,0,3407.73
2.94,3.77,0.09,-1.84
9.11,100.36,0.02,18.41
12.64,404.91,0.06,65.63
37.7,809.91,0.07,321.67
19.98,1027.66,0,184.07
10.48,301.38,0.06,5.08
320.98,8955.34,0.1,2081.48
4.98,95.22,0.01,-33.4
12.97,577.42,0,253.5
4.91,95.08,0.06,39.91
3.38,82.21,0.04,15.25
2.6,117.88,0.1,-71
115.99,3130.2015,0.07,692.78
14.81,449.47,0.05,-190.49
2.78,80.61,0.08,-8.77
60.65,2413.53,0.06,544.04
4.98,204.99,0.03,-95.99
11.5,265.31,0.09,-33.19
100.97,1444.88,0.1,236.61
99.99,2287.1,0.07,231.49
17.48,786.26,0.01,274.98
420.98,18697.24,0.02,8918.74
16.74,786.13,0.04,-236.12
599.99,14647.26,0.07,5485.15
2.62,26.11,0.08,2.65
8.34,442.31,0.02,231.68
28.48,114.83,0.04,-52.62
699.99,16743.76,0,6079.63
31.11,1534.7,0.07,258.25
442.14,2813.34,0.1,-688.44
60.22,2682.8,0.01,860.22
7.96,387.03,0.04,-7.73
37.94,585.47,0.1,178.14
11.34,123.34,0.07,0.64
68.81,1642.47,0.01,-524.03
3.74,93.22,0.06,-15.37
6.98,243.18,0.08,-314.22
152.48,3853.47,0.1,21.5
4.98,28.23,0.1,-14.69
119.99,4962.05,0.08,335.29
10.23,192.39,0.08,-31.67
1.86,26.08,0.1,-27.29
80.98,669.69,0.03,-297.02
8.85,405.6,0.07,-8.59
20.99,706.3925,0.06,346.14
4.48,154.99,0.07,-1085.52
3.52,115.78,0.07,-167.42
14.98,210.22,0,-30.71
100.98,250.7,0.03,-180.61
30.98,315.42,0.1,-41.26
3.58,144.03,0.03,-139.52
11.7,294.68,0.01,-23.35
52.4,2378.82,0.02,597.16
30.98,202.62,0.02,13.87
12.2,307.49,0.01,61.51
70.97,516.65,0.01,57.1
20.99,89.335,0.06,-107.1
3.98,158.46,0.06,-130.66
220.98,7180.83,0.02,487.17
160.98,5748.2,0.09,-459.86
6.48,21.44,0.02,-13.67
85.99,1559.7755,0.03,-247.18
162.93,1203.73,0.03,293.14
11.58,75.19,0.01,-6.61
300.98,8363.65,0.09,763.33
6.48,303.62,0.02,-59.98
9.93,334.66,0.05,132.56
30.73,1142.36,0.02,72.78
125.99,1379.3375,0.08,-78.54
99.23,1825.42,0.06,1193.19
90.97,2654.16,0.01,600.93
114.98,1722.65,0.05,-399.67
33.98,461.55,0.09,-12
90.97,799.98,0.04,15.36
41.47,618.84,0.05,-200.84
28.53,177.67,0.03,39.63
125.99,200.753,0.09,-605.37
4.48,9.37,0.09,-5.26
55.48,2277.03,0.07,964.1
1.68,39.69,0.05,-1.78
212.6,8532.152,0.04,-513.79
27.48,824.51,0.01,0.9
125.99,3081.471,0.09,574.98
11.33,17.62,0.06,-15.92
67.28,1216.5,0.1,162.18
2.94,81.9,0.01,4.06
13.48,498.28,0.01,10.18
4.26,191.13,0.07,38.11
9.78,168.95,0.1,-15.9
150.98,1043.12,0.06,-52.5
1.76,87.44,0.06,1.33
24.98,1318.49,0.02,4.69
55.48,1666,0.08,742.96
22.01,945.9,0.08,105.7
1.82,71.32,0.08,-4.9
21.38,750.86,0,302.12
15.28,215.31,0.09,-51.75
11.35,157.33,0.1,-76.34
6.88,125.84,0.1,18.42
10.06,114.55,0.05,28.61
100.98,1386.65,0.09,-193.58
4.13,136.72,0.09,5.91
14.98,29.65,0.05,-16.54
9.77,62.03,0.09,17.31
7.28,57.03,0,-31.38
12.95,611.16,0.04,100.22
65.99,1462.1615,0.03,215.43
2.98,130.25,0.05,0.89
15.98,453.87,0.08,76.59
9.68,310.99,0.07,106.45
65.99,1514.9635,0.02,310.19
1.98,19.36,0.04,-1
7.4,155.73,0.03,42.86
20.98,793.04,0.1,323.08
120.98,4115.74,0.1,1719.47
28.99,596.156,0.1,-97.92
2.28,47.4,0.03,-63.03
31.74,934.87,0.09,98.69
3.49,161.28,0.01,56.73
400.98,12098.87,0.04,-969.05
1.95,8.87,0.09,-5.14
8.04,25.09,0.07,-17.6
65.99,714.391,0,-62.33
30.98,502.8,0,-19.1
12.99,468.46,0.01,-292.7
100.98,2357.45,0.02,-108.8
22.84,817.53,0.03,76.63
35.44,55.43,0.01,-48.91
167.27,1086.39,0.03,-311.23
65.99,61.098,0.02,-257.72
125.99,4373.8535,0.04,963.68
105.29,2860.19,0.04,458.4
100.98,2925.78,0.03,1041.29
100.89,142.24,0.08,-62.19
11.48,570.43,0.07,78.89
2.08,100.08,0.08,-85.58
55.48,803.04,0.08,282.32
3.8,88.61,0.01,21.47
6.48,336.06,0.01,-240.78
15.94,380.38,0.06,7.29
9.78,477.53,0.09,197.76
200.99,2690.7515,0,234.61
99.99,315.28,0.08,-261.55
41.94,796.14,0.03,320.07
4.73,142.96,0.09,33.59
128.24,2389.3,0.01,589.38
35.99,222.258,0.03,-77.9
17.67,128.62,0.07,-27.78
8.67,424,0.03,-19.77
99.99,504.79,0.03,-245.09
83.98,740.2,0.05,239.94
65.99,1288.7785,0.07,-185.89
1.26,43.57,0.1,-19.17
4.26,31.87,0.1,-1.25
40.98,1193.65,0.07,507.58
9.93,40.02,0.02,-1.28
40.97,1895.55,0.06,807.62
291.73,316.61,0.1,-187.29
280.98,5418.68,0.07,332.3
5.74,269.37,0.05,-103.55
204.1,7338.79,0.03,4031.62
279.81,12569.31,0.1,3160.63
6.48,177.95,0.09,-61.75
20.15,225.14,0.08,-42.61
193.17,381.6,0.1,-319.02
35.41,831.52,0.07,259.47
125.99,1089.87,0.06,-124.51
76.72,1068.79,0.07,56.05
40.97,2012.14,0.07,241.74
19.98,150.77,0.01,-72.23
5.81,295.24,0.08,-279.93
113.98,481.27,0.02,-181.27
14.45,226.81,0.05,-5.37
10.97,511.07,0.01,-165.74
22.84,428.14,0.04,-6.04
65.99,2318.2135,0.07,583.75
2.12,36.23,0.02,-24.87
355.98,5403.75,0.08,103.83
44.43,363.57,0.02,33.99
8.74,305.62,0.1,-129.86
3.28,157.87,0,-115.8
415.88,1660.86,0.04,-164.59
420.98,9062.44,0.05,3858.28
37.7,1662.57,0.1,674.99
52.99,173.33,0.09,-121.39
125.99,2433.55,0.05,355.93
83.93,3872.38,0.1,1110.35
5.98,78.44,0.09,11.02
4.98,257.75,0.02,-66.26
125.99,5139.882,0.01,1275.67
7.78,229.43,0.08,61.09
3.29,123.13,0.05,20.57
175.99,2172.515,0.06,32.75
80.98,2160.27,0.09,-818.32
2.88,134.42,0.05,9.34
71.37,3028.86,0.04,-2595.65
5.4,149.7,0.05,-132.63
65.99,284.6735,0.04,-247.24
131.12,751.71,0.09,50.83
179.99,5311.973,0.02,1142.08
65.99,1061.905,0.06,152.75
33.98,1631.04,0,665.63
15.99,183.32,0.04,-61.1
18.97,98.66,0.1,-19.52
3.26,123.26,0.02,-4.73
449.99,2361.1,0.01,-1042.71
41.32,2011.46,0.01,171.07
2.94,87.32,0.08,-1.18
2.12,77.55,0,-37.2
6.48,329.91,0.04,-279.93
40.99,342.27,0.09,-17.68
808.49,794.58,0.09,-1748.34
22.84,980.95,0.02,234.68
6.24,285.91,0.02,-104.99
65.99,2611.8035,0.06,644.81
3.98,128.25,0.07,-95.31
21.38,141.27,0.08,28.14
1.81,16.02,0.09,-2.82
4.13,202.64,0.03,28.75
11.34,453.98,0.02,67.6
140.85,5072.34,0.06,369.46
3.69,45.63,0.02,15.42
170.98,3685.38,0,1040.62
53.98,1090.11,0.08,55.87
35.99,60.5625,0.02,-165.54
2.66,67.47,0.03,-100.6
105.98,315.27,0.08,278.6
12.28,465.9,0.05,79.34
14.89,742.05,0.05,-337.98
400.97,10253.75,0.1,3256.81
76.72,3186.77,0.09,455.42
100.98,3645.12,0.04,807.29
39.99,934.07,0.07,-7.5
5.02,175.08,0.07,-168.72
16.74,290.07,0.07,-114.2
6.45,196.81,0.06,70.39
297.64,4531.34,0.08,653.68
12.99,574.5,0.02,-449.04
14.42,262.94,0.06,-22.37
20.99,462.366,0.1,-120.05
25.99,336.48,0.09,5.56
7.98,69.57,0.05,-36.06
4.98,45.73,0,-23.29
10.89,58.44,0.05,-7.04
6.64,122.41,0.09,2.37
59.98,2869.44,0.08,840.55
3.69,183.08,0.01,82.49
8.74,257.9,0,-84.69
49.99,901.81,0.02,-76.89
20.99,623.1265,0.09,122.29
101.41,2651.23,0.09,-741.81
6.64,107.56,0.1,-25
90.48,1386.69,0.05,363
449.99,6813.93,0.09,358.19
4.06,44.51,0.01,-43.48
9.49,218.29,0.09,-32.43
41.32,1554.21,0.08,114.45
34.54,273.42,0,10.06
40.98,773.83,0.06,146.79
35.44,1356.45,0.02,47.65
17.7,250.75,0.02,-43.52
9.78,313.05,0.02,81.87
205.99,6888.6635,0.03,1925.58
15.51,384.21,0.04,-266.22
5.18,10.48,0,-3.78
2.22,17.59,0.1,-19.74
5.89,11.81,0.01,-7.95
111.96,4211,0.07,-270.57
4.82,89.99,0,18.96
6.68,343,0,-76.94
5.98,164.22,0.1,-124.72
10.98,182.47,0.05,-3.18
7.28,132.78,0.09,-130.96
47.9,2096.7,0.03,939.67
6.48,81.87,0.07,-31.14
4.98,164.41,0,-128.52
9.78,144.14,0.05,12.09
3.29,30.65,0.03,0.08
5.98,259.83,0,80.73
3.8,57.28,0.02,7.31
6.48,227.87,0.02,-130.61
226.67,5859.25,0.02,1358.53
550.98,26622.55,0.08,3146.22
7.59,26.5,0.05,20.12
14.45,267,0.09,-2.83
10.98,265.75,0.06,14
7.1,162.25,0.03,-42.72
3.28,85.71,0.08,9.32
2.84,104.97,0.07,3.21
5.98,184.74,0,-102.25
172.99,526.76,0.07,-93.83
95.99,1769.9,0.05,-468.89
14.42,615.68,0.08,-54.34
6.3,126.62,0.08,60.79
2.88,111.39,0.02,20.06
3.41,54.32,0.09,16.11
70.89,2185.61,0.01,-2897.25
3.98,184.1,0.04,43.2
517.48,25312,0.01,8788.81
142.86,2138.63,0.01,453.03
5.98,76.04,0.04,-47.55
180.98,4408.27,0.04,329.28
130.98,4011.65,0.05,-603.8
6.48,154.35,0,-91.14
20.98,201.36,0,-284.4
115.99,884.1275,0.06,-178.71
